"Declaracion","identificadorFuente","FechaDeclaracion","NombreDeclarante","ApellidoPaternoDeclarante","ApellidoMaternoDeclarante","Institucion","TipoDeclaracion","Cargo","CargoCalculado"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_9f409023394cac6b304cb4d86ad3d453",1222807,2024-04-09 00:00:00,"JONATHAN MOISES","VASQUEZ","LEON","SERVEL CANDIDATOS A ELECCIONES","DECLARACIÓN VOLUNTARIA","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_a4462f17c4cc359e812638e0f9b08359",1219283,2024-04-03 00:00:00,"MIGUEL ANGEL","GODOY","NORIEGA","SERVEL CANDIDATOS A ELECCIONES","DECLARACIÓN VOLUNTARIA","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_ad2f801e84b2485b6e8c6104ebb6a9a5",1223552,2024-04-10 00:00:00,"EDITA ESTHER  ","MANSILLA","BARRIA","SERVEL CANDIDATOS A ELECCIONES","DECLARACIÓN VOLUNTARIA","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_b86ee4ff46963d77918938b81520a0aa",1214434,2024-04-07 00:00:00,"CATALINA ANDREA","POZO","LAGOS","SERVEL CANDIDATOS A ELECCIONES","DECLARACIÓN VOLUNTARIA","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_c213ac436c2e8e396d737a7bab7f6021",1223799,2024-04-10 00:00:00,"CAROLINA","SOTO","TAPIA","SERVEL CANDIDATOS A ELECCIONES","DECLARACIÓN VOLUNTARIA","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_dc2267cc0ec4d372d0df33151cc110b1",1168647,2024-04-07 00:00:00,"CARLOS ANTONIO","MAUREIRA","NAVARRETE","SERVEL CANDIDATOS A ELECCIONES","DECLARACIÓN VOLUNTARIA","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_de1f9428658fcfec3aa9aade33bc8ebb",1222227,2024-04-09 00:00:00,"CAROLINA ANDREA","LOREN","VÁSQUEZ","SERVEL CANDIDATOS A ELECCIONES","DECLARACIÓN VOLUNTARIA","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_eadefff27c462afd16e9e154e63558bc",1220830,2024-04-05 00:00:00,"ENRIQUE ALEXANDER","SOTO","GUERRERO","SERVEL CANDIDATOS A ELECCIONES","DECLARACIÓN VOLUNTARIA","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_f17160cd2b487d2c719c20cde5a670e6",1219266,2024-04-03 00:00:00,"ROBERTO ANTONIO","ROSAS","CASAS","SERVEL CANDIDATOS A ELECCIONES","DECLARACIÓN VOLUNTARIA","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_f83b2904e709b7611230234cbb5811a2",1223427,2024-04-09 00:00:00,"CAMILA","ORTIZ","CACERES","SERVEL CANDIDATOS A ELECCIONES","DECLARACIÓN VOLUNTARIA","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_fbaf4e3684a8fd6f8617c9b5afe62478",1223500,2024-04-10 00:00:00,"LUIS WLADIMIR","CARRILLO","MERCADO","SERVEL CANDIDATOS A ELECCIONES","DECLARACIÓN VOLUNTARIA","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_fc8a5034aec5427ce19aaf9f4ace6497",1221350,2024-04-06 00:00:00,"LUIS EDUARDO","ESCANILLA","GAETE","SERVEL CANDIDATOS A ELECCIONES","DECLARACIÓN VOLUNTARIA","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
