"Declaracion","identificadorFuente","FechaDeclaracion","NombreDeclarante","ApellidoPaternoDeclarante","ApellidoMaternoDeclarante","Institucion","TipoDeclaracion","Cargo","CargoCalculado"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_003428bdac0513507d378d8514c20a43",1221408,2024-04-07 00:00:00,"MARIA JESUS","MORALES","ALICERA","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_166f7eec813de5e8d216dfa13a630be6",1223028,2024-04-09 00:00:00,"EMILIANO","GUERRERO","TORRES","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_2102ac9cc0d70da93b6e7f66afac011a",1221045,2024-04-05 00:00:00,"CRISTIAN ALEJANDRO","HERNÁNDEZ","SCHMIDT","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_21e9323e8b8e329fddc794d67665cdcd",581681,2024-04-07 00:00:00,"MARCELO PATRICIO","AGUILERA","SOTO","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_2947b94c67db33253ff7cdc4b10d891d",1224483,2024-04-11 00:00:00,"HERNAN","ASTABURUAGA","INOSTROZA","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_46afd087671b037a9a60c6358600bcc9",1222113,2024-04-08 00:00:00,"VLADIMIR ALEJANDRO","GONZALEZ","ZULOAGA","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_52598b1dcaa7e2493146da4545c55d54",1223081,2024-04-09 00:00:00,"JUAN FRANCISCO","VILCHES","RIQUELME","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_530a804634a9fe18f8cb850cc640daf5",1220636,2024-04-09 00:00:00,"DANIEL ANDRES","BARRIA","NAHUELQUIN","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_5b7ac4e6c58481936f74db977e621c9c",1223855,2024-04-10 00:00:00,"CAMILO DANIEL","CESPEDES","GUTIERREZ ","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_6027cc7e6da12c8a613eea9772aa4b41",1222578,2024-04-08 00:00:00,"JUAN RODRIGO","FUENTES","FERNANDEZ","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_6516c9e551129f8c30437a4e88f3c69a",1223442,2024-04-10 00:00:00,"MÓNICA ELIANA DEL CARMEN","NEIRA","ELGUETA","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_68c39293ce4d07f51c5de8d2545be518",1222563,2024-04-09 00:00:00,"MARÍA CAROLINA BLANCA MARINA","CORTI","BADÍA","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_6c46fe282f54d730eef123e313f2d67f",1224073,2024-04-10 00:00:00,"JANETT ","FERNANDEZ","PIZARRO","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_7003ef5ccfd6d595306c79d87982fd3d",1223298,2024-04-10 00:00:00,"ANA CAROLINA","SANTIS","GONZÁLEZ","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_75ef954719de336d6c72b756cc52e651",1223651,2024-04-10 00:00:00,"ANDREA ANGELICA","ARAYA","SALAZAR","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_8329e17210c5354a40e2ad5b818afa4c",1223894,2024-04-10 00:00:00,"CRISTIAN AMADOR","PINTO","TORRES","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_86f8d222b0341c2f1164179fb57830b7",1224323,2024-04-11 00:00:00,"ADÁN HUMBERTO","ZAPATA","FIGUEROA","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_8970b37b8ce8d4148e3bd7e0e8b637fa",1222857,2024-04-09 00:00:00,"CLAUDIO IVAN","CARCAMO","PAREDES","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_8b893fb104f828da89ad1068376a4a98",1222853,2024-04-09 00:00:00,"LUIS ERNESTO","GARCÍA","FRIZ","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_92f22f8a0cece8d650aa8d3ebfc0ae4c",1223160,2024-04-09 00:00:00,"FERNANDO LUCIANO","VALENZUELA"," ROMERO","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_a624304876b790c692d073cc9c37183d",1222204,2024-04-08 00:00:00,"IGNACIO JAVIER","POZO","PIÑA","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_ae5aa2256b6c5d00994961a52ff0a44e",1223606,2024-04-10 00:00:00,"LUIS EDUARDO","URIBE","CAMPOS","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_afa1fe9de55aa36fe6b5a0b37176fea0",1224130,2024-04-10 00:00:00,"DANIEL ADOLFO","REYES","MORALES","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_afe7853d8d47cf554c6dac8267ff093b",1216008,2024-04-08 00:00:00,"GABRIEL FRANCISCO","ACUÑA","VASQUEZ","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_b3acbfe40b296cf306f545878890f0a0",1223372,2024-04-09 00:00:00,"PAMELA","DORNEMANN","ROJAS","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_b6b28486cb0a1675344ad86a6f7158ed",1223392,2024-04-09 00:00:00,"OSVALDO ALFONSO","BARRIOS","CASTILLO","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_bfd826f378caecd79cfb830c47647451",1223772,2024-04-10 00:00:00,"ERICH CHRIST","GROHS","MARIN","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_c646013bf437c722b8661413d35f96fb",1224279,2024-04-11 00:00:00,"CRISTOPHER ERASMO","HIDALGO","HIDALGO","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_d01aa5e98d34767d6da93d5ad9bae090",1224137,2024-04-10 00:00:00,"RODRIGO ALEJANDRO","BARCO","SANCHEZ","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_dc61b45c63da65a406f926bf426cf868",1223358,2024-04-09 00:00:00,"CLAUDIA PATRICIA","MORA","VEGA","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_dea5cf700a9816f453f042523fffd8c3",1224247,2024-04-11 00:00:00,"ERNESTO","VELASCO","RODRIGUEZ","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_e64a37eb30eeb9bfa6fd0ad5ed63b0c0",1220985,2024-04-05 00:00:00,"PATRICIA","ORTEGA","VALENCIA","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_eec25dc950a2c128619406d86b802873",1222467,2024-04-08 00:00:00,"JORGE ANTONIO","ASTETE","VALLEJOS","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_fd5abe0672d752edc0dcb6445d91cea2",1224256,2024-04-11 00:00:00,"JUSTO ARSENIO","INZUNZA","HABACH","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_fd6c0e4d292187d6e2b11fe27fa96cbd",1220943,2024-04-05 00:00:00,"LUIS FELIPE","VERGARA","MALDONADO","SERVEL CANDIDATOS A ELECCIONES","PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_ad8190a4269e4f0dd41c85975448fa06",1221961,2024-04-08 00:00:00,"ROBERTO ENRIQUE","ROJAS","ROJAS","SERVEL CANDIDATOS A ELECCIONES","ACTUALIZACIÓN PERIÓDICA (MARZO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_bcc0ecea192ac420f187d9158803df0e",1223455,2024-04-10 00:00:00,"JOSÉ MIGUEL","URRUTIA","CELIS","SERVEL CANDIDATOS A ELECCIONES","ACTUALIZACIÓN PERIÓDICA (MARZO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_f3aa1c3015a57e7a8efdca462e3ed78c",1224039,2024-04-10 00:00:00,"JUAN IGNACIO ","CORNEJO","GONZALEZ","SERVEL CANDIDATOS A ELECCIONES","ACTUALIZACIÓN PERIÓDICA (MARZO)","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_0115d918fb5fe8f02ab71ddcf357bb43",1223016,2024-04-09 00:00:00,"HERNAN HUMBERTO","PACHECO","VALDEBENITO","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_02e6101960deef64797d81d2e7c47618",1223599,2024-04-10 00:00:00,"GONZALO EDUARDO ","DANTAGNAN ","MEJIAS","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_03c1cbcebc7532255715da5cff6d893e",1222023,2024-04-08 00:00:00,"FERNANDO JAVIER","FLÁNDEZ","MONTECINOS","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_0580fca00ba0892faa1dcfee7d5ee5bf",1224371,2024-04-11 00:00:00,"CARLOS DAVID OCTAVIO","ARELLANO","BAEZA","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_0718cacefb598935aba9e36241551328",1224373,2024-04-11 00:00:00,"ROSSANA FÁTIMA","GONZÁLEZ","VARGAS","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_0adbeea12cd29574b470f2df51609a25",1223144,2024-04-09 00:00:00,"CHRISTIAN GONZALO","VILLEGAS","GÁRATE","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_0b01b1a911f404a0ec2f15e269b72767",1224099,2024-04-10 00:00:00,"LEONILA EISABETH","SÁEZ","ALARCÓN","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_0fa904afe38758e152bec5028c0e247b",1224044,2024-04-10 00:00:00,"GASTÓN ALEJANDRO","FUENTES","SEPÚLVEDA","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_0fbc0ec66d8df3e8383f02af5c6b2f98",1222132,2024-04-08 00:00:00,"DANIELA","GARCIA","MINTZ","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_1184d2f93b46fc7eb38b425460234235",1222641,2024-04-09 00:00:00,"CRISTIAN","NAVARRETE","QUEZADA","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_1250f0f07a763f14833528c14867c922",1224302,2024-04-11 00:00:00,"ROBERT PATRICIO","ARIAS","SOLÍS","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_13e04d953de7f4ffcd35af4e53d08c8f",1222430,2024-04-09 00:00:00,"ENRIQUE EDUARDO","SILVA","ROJAS","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_186b67571db509787234a2b2a0171a8b",1222569,2024-04-08 00:00:00,"HUGO","BOZA","VALDENEGRO","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_199aa0d285e085b8e04e0d68467de54e",1222395,2024-04-08 00:00:00,"RUBEN RODRIGO","ROSALES","SEPULVEDA","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_1e47fac301d73fc8ac2df2c4a7fc2498",1221963,2024-04-09 00:00:00,"JOSE LUIS","DIAZ","DIAZ","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_1fbe0e3fb0cec42f8765cea7726fabeb",1222317,2024-04-08 00:00:00,"CRISTIAN RODOLFO","PALACIOS","GARCÍA","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_233f2508d7cc44fe32e749e9f56edd28",1222468,2024-04-08 00:00:00,"DANILO","SANDOVAL","SARABIA","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_23723683a0af81acfed4652ec09966d5",1221889,2024-04-08 00:00:00,"RODRIGO","SALAZAR","JIMÉNEZ","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_23bb72f2e1b472acbd85a0337f90044e",1224347,2024-04-11 00:00:00,"FERNANDO MARCELO","HECKMANN","NAVARRO","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_2cce377297ce9ff8826dd46de0a1876b",1223928,2024-04-10 00:00:00,"GUILLERMO","DE LA MAZA","RAMÍREZ","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_308b51c163aa27d2818e350fd9a396a2",1220741,2024-04-07 00:00:00,"BARTOLOME","REUS","CORDERO","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_33995cff6af3da097d24a993a4eaaa65",1222120,2024-04-08 00:00:00,"VIVIANA FRANCISCA","NÚÑEZ","CARRASCO","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_33d2bb013ee4a962a381a514f6434cc9",1222322,2024-04-08 00:00:00,"SIXTO","GONZALEZ","SOTO","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_3662e642b52ba9053f92504dc6856c05",1221244,2024-04-08 00:00:00,"NÉSTOR JOAQUÍN","MATAMALA","PEÑA","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_37c57e6564de58a018f5b76ac5bfd5e2",1221605,2024-04-07 00:00:00,"FERNANDO SEBASTIÁN","SAN ROMÁN","BASCUÑÁN","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_383601f474fd88c9a4638dd9f52b8188",1222487,2024-04-08 00:00:00,"CARLOS PATRICIO","CISTERNA","PAVEZ","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_3899f9ec0c0abd4405c9a9598a94faa6",1223909,2024-04-10 00:00:00,"GEORGINA DEL CARMEN","CUYUL","BORQUEZ","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_38c5c26cb6de9a1396ab634441bcbf2c",1220468,2024-04-05 00:00:00,"CARLOS ALFREDO","CONTRERAS","PARRA","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_3a17e7abfd673215e850c57970d6f4cc",1223866,2024-04-10 00:00:00,"CARLO FRANCO","CAMPANO","VILCHES","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_3b7e08cb9e239b2ab95fbd9929a190ec",1221636,2024-04-08 00:00:00,"DANIEL","PACHECO","PONCE","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_3bada634d67a99afb78a470007dc86d4",1224037,2024-04-10 00:00:00,"JOSE MANUEL ","RUIZ ","YAÑEZ","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_3d4f95d167a8f4eaf7ed669ec0d6f6d1",1222324,2024-04-08 00:00:00,"JUAN RAMON","VALDES","VALDES","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
"http://datos.cplt.cl/datos/infoprobidad/declaracion_3f0322f4816d524aae0e3eb1088dea0a",1221004,2024-04-08 00:00:00,"LUIS ANTONIO","ESCANILLA","BENAVIDES","SERVEL CANDIDATOS A ELECCIONES","PRESENTACIÓN A REQUERIMIENTO DE ÓRGANO FISCALIZADOR","CANDIDATO A ELECCIONES PRIMARIAS ALCALDE 2024","ALCALDE"
